kind,scope,name,numeric_value,text_value
metadata,run,mode,,"partitioned_batch"
metadata,run,input_path,,"/afs/andrew.cmu.edu/usr20/eugenel/private/15418/mesh-simplification/bunny.obj"
metadata,run,output_path,,"./qes_batch/partitioned_batch/bunny_r0p5_t4.obj"
metadata,run,target_vertex_fraction,0.005,
metadata,run,threads,4,
metadata,run,partitions,4,
metadata,run,batch_size,64,
metadata,run,repartition_every,0,
phase,total,mesh_load_seconds,0.112825,
phase,total,"half_edge_build_seconds",0.247144,
phase,total,"initial_quadrics_seconds",0.0857638,
phase,total,"initial_queue_build_seconds",0.268774,
phase,total,"partition_build_seconds",3.93852,
phase,total,"local_selection_seconds",1.08448,
phase,total,"boundary_repair_seconds",3.82578,
phase,total,"queue_refresh_seconds",36.4628,
phase,total,mesh_write_seconds,0.00365439,
phase,total,total_seconds,55.4127,
metric,summary,"initial_vertex_count",72027,
metric,summary,"initial_face_count",144046,
metric,summary,"target_vertex_count",361,
metric,summary,"final_vertex_count",361,
metric,summary,"final_face_count",714,
metric,summary,"requested_threads",4,
metric,summary,"requested_partitions",4,
metric,summary,"accepted_collapses",71666,
metric,summary,"accepted_local_collapses",59405,
metric,summary,"accepted_boundary_collapses",12261,
metric,summary,"skipped_boundary_edges",0,
metric,summary,"rejected_conflicts",130048,
metric,summary,"repartition_count",245,
metric,summary,"queue_refresh_count",244,
metric,summary,"round_count",245,
metric,summary,"interior_edge_fraction_avg",0.975811,
metric,summary,"boundary_edge_fraction_avg",0.0241885,
metric,summary,"local_queue_size_avg",102045,
metric,summary,"boundary_queue_size_avg",1335.21,
metric,summary,"partition_load_imbalance_avg",89.8309,
metric,summary,"partition_load_imbalance_max",3944.27,
metric,"round_0",interior_edge_fraction,0.981552,
metric,"round_0",boundary_edge_fraction,0.0184478,
metric,"round_0",partition_load_imbalance,2.49507,
metric,"round_0",local_queue_size,212083,
metric,"round_0",boundary_queue_size,3986,
metric,"round_0",accepted_local_collapses,256,
metric,"round_0",accepted_boundary_collapses,64,
metric,"round_0",skipped_boundary_edges,0,
metric,"round_0",rejected_conflicts,293,
metric,"round_0",repartitioned,1,
metric,"round_1",interior_edge_fraction,0.981628,
metric,"round_1",boundary_edge_fraction,0.0183721,
metric,"round_1",partition_load_imbalance,2.50384,
metric,"round_1",local_queue_size,211157,
metric,"round_1",boundary_queue_size,3952,
metric,"round_1",accepted_local_collapses,256,
metric,"round_1",accepted_boundary_collapses,64,
metric,"round_1",skipped_boundary_edges,0,
metric,"round_1",rejected_conflicts,171,
metric,"round_1",repartitioned,1,
metric,"round_2",interior_edge_fraction,0.981816,
metric,"round_2",boundary_edge_fraction,0.0181836,
metric,"round_2",partition_load_imbalance,2.51256,
metric,"round_2",local_queue_size,210255,
metric,"round_2",boundary_queue_size,3894,
metric,"round_2",accepted_local_collapses,256,
metric,"round_2",accepted_boundary_collapses,64,
metric,"round_2",skipped_boundary_edges,0,
metric,"round_2",rejected_conflicts,109,
metric,"round_2",repartitioned,1,
metric,"round_3",interior_edge_fraction,0.982053,
metric,"round_3",boundary_edge_fraction,0.0179465,
metric,"round_3",partition_load_imbalance,2.52177,
metric,"round_3",local_queue_size,209363,
metric,"round_3",boundary_queue_size,3826,
metric,"round_3",accepted_local_collapses,256,
metric,"round_3",accepted_boundary_collapses,64,
metric,"round_3",skipped_boundary_edges,0,
metric,"round_3",rejected_conflicts,67,
metric,"round_3",repartitioned,1,
metric,"round_4",interior_edge_fraction,0.982302,
metric,"round_4",boundary_edge_fraction,0.0176979,
metric,"round_4",partition_load_imbalance,2.53126,
metric,"round_4",local_queue_size,208473,
metric,"round_4",boundary_queue_size,3756,
metric,"round_4",accepted_local_collapses,256,
metric,"round_4",accepted_boundary_collapses,64,
metric,"round_4",skipped_boundary_edges,0,
metric,"round_4",rejected_conflicts,72,
metric,"round_4",repartitioned,1,
metric,"round_5",interior_edge_fraction,0.982458,
metric,"round_5",boundary_edge_fraction,0.0175416,
metric,"round_5",partition_load_imbalance,2.54046,
metric,"round_5",local_queue_size,207563,
metric,"round_5",boundary_queue_size,3706,
metric,"round_5",accepted_local_collapses,256,
metric,"round_5",accepted_boundary_collapses,64,
metric,"round_5",skipped_boundary_edges,0,
metric,"round_5",rejected_conflicts,61,
metric,"round_5",repartitioned,1,
metric,"round_6",interior_edge_fraction,0.982692,
metric,"round_6",boundary_edge_fraction,0.0173079,
metric,"round_6",partition_load_imbalance,2.5504,
metric,"round_6",local_queue_size,206669,
metric,"round_6",boundary_queue_size,3640,
metric,"round_6",accepted_local_collapses,256,
metric,"round_6",accepted_boundary_collapses,64,
metric,"round_6",skipped_boundary_edges,0,
metric,"round_6",rejected_conflicts,50,
metric,"round_6",repartitioned,1,
metric,"round_7",interior_edge_fraction,0.983014,
metric,"round_7",boundary_edge_fraction,0.016986,
metric,"round_7",partition_load_imbalance,2.5596,
metric,"round_7",local_queue_size,205793,
metric,"round_7",boundary_queue_size,3556,
metric,"round_7",accepted_local_collapses,256,
metric,"round_7",accepted_boundary_collapses,64,
metric,"round_7",skipped_boundary_edges,0,
metric,"round_7",rejected_conflicts,50,
metric,"round_7",repartitioned,1,
metric,"round_8",interior_edge_fraction,0.983272,
metric,"round_8",boundary_edge_fraction,0.0167283,
metric,"round_8",partition_load_imbalance,2.57047,
metric,"round_8",local_queue_size,204903,
metric,"round_8",boundary_queue_size,3486,
metric,"round_8",accepted_local_collapses,256,
metric,"round_8",accepted_boundary_collapses,64,
metric,"round_8",skipped_boundary_edges,0,
metric,"round_8",rejected_conflicts,46,
metric,"round_8",repartitioned,1,
metric,"round_9",interior_edge_fraction,0.983541,
metric,"round_9",boundary_edge_fraction,0.0164586,
metric,"round_9",partition_load_imbalance,2.57962,
metric,"round_9",local_queue_size,204015,
metric,"round_9",boundary_queue_size,3414,
metric,"round_9",accepted_local_collapses,256,
metric,"round_9",accepted_boundary_collapses,64,
metric,"round_9",skipped_boundary_edges,0,
metric,"round_9",rejected_conflicts,34,
metric,"round_9",repartitioned,1,
metric,"round_10",interior_edge_fraction,0.983833,
metric,"round_10",boundary_edge_fraction,0.0161671,
metric,"round_10",partition_load_imbalance,2.58963,
metric,"round_10",local_queue_size,203131,
metric,"round_10",boundary_queue_size,3338,
metric,"round_10",accepted_local_collapses,256,
metric,"round_10",accepted_boundary_collapses,64,
metric,"round_10",skipped_boundary_edges,0,
metric,"round_10",rejected_conflicts,38,
metric,"round_10",repartitioned,1,
metric,"round_11",interior_edge_fraction,0.984049,
metric,"round_11",boundary_edge_fraction,0.0159506,
metric,"round_11",partition_load_imbalance,2.59884,
metric,"round_11",local_queue_size,202231,
metric,"round_11",boundary_queue_size,3278,
metric,"round_11",accepted_local_collapses,256,
metric,"round_11",accepted_boundary_collapses,64,
metric,"round_11",skipped_boundary_edges,0,
metric,"round_11",rejected_conflicts,50,
metric,"round_11",repartitioned,1,
metric,"round_12",interior_edge_fraction,0.984326,
metric,"round_12",boundary_edge_fraction,0.0156735,
metric,"round_12",partition_load_imbalance,2.60861,
metric,"round_12",local_queue_size,201343,
metric,"round_12",boundary_queue_size,3206,
metric,"round_12",accepted_local_collapses,256,
metric,"round_12",accepted_boundary_collapses,64,
metric,"round_12",skipped_boundary_edges,0,
metric,"round_12",rejected_conflicts,46,
metric,"round_12",repartitioned,1,
metric,"round_13",interior_edge_fraction,0.98442,
metric,"round_13",boundary_edge_fraction,0.0155804,
metric,"round_13",partition_load_imbalance,2.6188,
metric,"round_13",local_queue_size,200417,
metric,"round_13",boundary_queue_size,3172,
metric,"round_13",accepted_local_collapses,256,
metric,"round_13",accepted_boundary_collapses,64,
metric,"round_13",skipped_boundary_edges,0,
metric,"round_13",rejected_conflicts,39,
metric,"round_13",repartitioned,1,
metric,"round_14",interior_edge_fraction,0.984681,
metric,"round_14",boundary_edge_fraction,0.0153186,
metric,"round_14",partition_load_imbalance,2.62842,
metric,"round_14",local_queue_size,199525,
metric,"round_14",boundary_queue_size,3104,
metric,"round_14",accepted_local_collapses,256,
metric,"round_14",accepted_boundary_collapses,64,
metric,"round_14",skipped_boundary_edges,0,
metric,"round_14",rejected_conflicts,45,
metric,"round_14",repartitioned,1,
metric,"round_15",interior_edge_fraction,0.984941,
metric,"round_15",boundary_edge_fraction,0.0150593,
metric,"round_15",partition_load_imbalance,2.63872,
metric,"round_15",local_queue_size,198632,
metric,"round_15",boundary_queue_size,3037,
metric,"round_15",accepted_local_collapses,256,
metric,"round_15",accepted_boundary_collapses,64,
metric,"round_15",skipped_boundary_edges,0,
metric,"round_15",rejected_conflicts,40,
metric,"round_15",repartitioned,1,
metric,"round_16",interior_edge_fraction,0.985188,
metric,"round_16",boundary_edge_fraction,0.0148125,
metric,"round_16",partition_load_imbalance,2.6498,
metric,"round_16",local_queue_size,197736,
metric,"round_16",boundary_queue_size,2973,
metric,"round_16",accepted_local_collapses,256,
metric,"round_16",accepted_boundary_collapses,64,
metric,"round_16",skipped_boundary_edges,0,
metric,"round_16",rejected_conflicts,50,
metric,"round_16",repartitioned,1,
metric,"round_17",interior_edge_fraction,0.985487,
metric,"round_17",boundary_edge_fraction,0.0145132,
metric,"round_17",partition_load_imbalance,2.6596,
metric,"round_17",local_queue_size,196850,
metric,"round_17",boundary_queue_size,2899,
metric,"round_17",accepted_local_collapses,256,
metric,"round_17",accepted_boundary_collapses,64,
metric,"round_17",skipped_boundary_edges,0,
metric,"round_17",rejected_conflicts,37,
metric,"round_17",repartitioned,1,
metric,"round_18",interior_edge_fraction,0.985698,
metric,"round_18",boundary_edge_fraction,0.0143016,
metric,"round_18",partition_load_imbalance,2.67097,
metric,"round_18",local_queue_size,195946,
metric,"round_18",boundary_queue_size,2843,
metric,"round_18",accepted_local_collapses,256,
metric,"round_18",accepted_boundary_collapses,64,
metric,"round_18",skipped_boundary_edges,0,
metric,"round_18",rejected_conflicts,46,
metric,"round_18",repartitioned,1,
metric,"round_19",interior_edge_fraction,0.986044,
metric,"round_19",boundary_edge_fraction,0.0139565,
metric,"round_19",partition_load_imbalance,2.68266,
metric,"round_19",local_queue_size,195068,
metric,"round_19",boundary_queue_size,2761,
metric,"round_19",accepted_local_collapses,256,
metric,"round_19",accepted_boundary_collapses,64,
metric,"round_19",skipped_boundary_edges,0,
metric,"round_19",rejected_conflicts,49,
metric,"round_19",repartitioned,1,
metric,"round_20",interior_edge_fraction,0.986361,
metric,"round_20",boundary_edge_fraction,0.0136385,
metric,"round_20",partition_load_imbalance,2.69512,
metric,"round_20",local_queue_size,194184,
metric,"round_20",boundary_queue_size,2685,
metric,"round_20",accepted_local_collapses,256,
metric,"round_20",accepted_boundary_collapses,64,
metric,"round_20",skipped_boundary_edges,0,
metric,"round_20",rejected_conflicts,28,
metric,"round_20",repartitioned,1,
metric,"round_21",interior_edge_fraction,0.986535,
