kind,scope,name,numeric_value,text_value
metadata,run,mode,,"partitioned_batch"
metadata,run,input_path,,"/afs/andrew.cmu.edu/usr20/eugenel/private/15418/mesh-simplification/bunny.obj"
metadata,run,output_path,,"./qes_batch/partitioned_batch/bunny_r0p5_t2.obj"
metadata,run,target_vertex_fraction,0.005,
metadata,run,threads,2,
metadata,run,partitions,2,
metadata,run,batch_size,64,
metadata,run,repartition_every,0,
phase,total,mesh_load_seconds,0.11452,
phase,total,"half_edge_build_seconds",0.251452,
phase,total,"initial_quadrics_seconds",0.0690528,
phase,total,"initial_queue_build_seconds",0.283278,
phase,total,"partition_build_seconds",9.02039,
phase,total,"local_selection_seconds",1.28921,
phase,total,"boundary_repair_seconds",4.61071,
phase,total,"queue_refresh_seconds",96.7528,
phase,total,mesh_write_seconds,0.00538561,
phase,total,total_seconds,133.972,
metric,summary,"initial_vertex_count",72027,
metric,summary,"initial_face_count",144046,
metric,summary,"target_vertex_count",361,
metric,summary,"final_vertex_count",361,
metric,summary,"final_face_count",714,
metric,summary,"requested_threads",2,
metric,summary,"requested_partitions",2,
metric,summary,"accepted_collapses",71666,
metric,summary,"accepted_local_collapses",64540,
metric,summary,"accepted_boundary_collapses",7126,
metric,summary,"skipped_boundary_edges",0,
metric,summary,"rejected_conflicts",123280,
metric,summary,"repartition_count",471,
metric,summary,"queue_refresh_count",515,
metric,summary,"round_count",516,
metric,summary,"interior_edge_fraction_avg",0.986177,
metric,summary,"boundary_edge_fraction_avg",0.0138226,
metric,summary,"local_queue_size_avg",105800,
metric,summary,"boundary_queue_size_avg",517.961,
metric,summary,"partition_load_imbalance_avg",30.9018,
metric,summary,"partition_load_imbalance_max",2164.35,
metric,"round_0",interior_edge_fraction,0.99316,
metric,"round_0",boundary_edge_fraction,0.00684041,
metric,"round_0",partition_load_imbalance,1.6937,
metric,"round_0",local_queue_size,214591,
metric,"round_0",boundary_queue_size,1478,
metric,"round_0",accepted_local_collapses,128,
metric,"round_0",accepted_boundary_collapses,32,
metric,"round_0",skipped_boundary_edges,0,
metric,"round_0",rejected_conflicts,151,
metric,"round_0",repartitioned,1,
metric,"round_1",interior_edge_fraction,0.993228,
metric,"round_1",boundary_edge_fraction,0.00677215,
metric,"round_1",partition_load_imbalance,1.69643,
metric,"round_1",local_queue_size,214129,
metric,"round_1",boundary_queue_size,1460,
metric,"round_1",accepted_local_collapses,128,
metric,"round_1",accepted_boundary_collapses,32,
metric,"round_1",skipped_boundary_edges,0,
metric,"round_1",rejected_conflicts,82,
metric,"round_1",repartitioned,1,
metric,"round_2",interior_edge_fraction,0.993287,
metric,"round_2",boundary_edge_fraction,0.00671288,
metric,"round_2",partition_load_imbalance,1.69823,
metric,"round_2",local_queue_size,213665,
metric,"round_2",boundary_queue_size,1444,
metric,"round_2",accepted_local_collapses,128,
metric,"round_2",accepted_boundary_collapses,32,
metric,"round_2",skipped_boundary_edges,0,
metric,"round_2",rejected_conflicts,46,
metric,"round_2",repartitioned,1,
metric,"round_3",interior_edge_fraction,0.993412,
metric,"round_3",boundary_edge_fraction,0.00658811,
metric,"round_3",partition_load_imbalance,1.70002,
metric,"round_3",local_queue_size,213215,
metric,"round_3",boundary_queue_size,1414,
metric,"round_3",accepted_local_collapses,128,
metric,"round_3",accepted_boundary_collapses,32,
metric,"round_3",skipped_boundary_edges,0,
metric,"round_3",rejected_conflicts,56,
metric,"round_3",repartitioned,1,
metric,"round_4",interior_edge_fraction,0.993584,
metric,"round_4",boundary_edge_fraction,0.00641609,
metric,"round_4",partition_load_imbalance,1.70173,
metric,"round_4",local_queue_size,212775,
metric,"round_4",boundary_queue_size,1374,
metric,"round_4",accepted_local_collapses,128,
metric,"round_4",accepted_boundary_collapses,32,
metric,"round_4",skipped_boundary_edges,0,
metric,"round_4",rejected_conflicts,28,
metric,"round_4",repartitioned,1,
metric,"round_5",interior_edge_fraction,0.993672,
metric,"round_5",boundary_edge_fraction,0.00632754,
metric,"round_5",partition_load_imbalance,1.70395,
metric,"round_5",local_queue_size,212317,
metric,"round_5",boundary_queue_size,1352,
metric,"round_5",accepted_local_collapses,128,
metric,"round_5",accepted_boundary_collapses,32,
metric,"round_5",skipped_boundary_edges,0,
metric,"round_5",rejected_conflicts,29,
metric,"round_5",repartitioned,1,
metric,"round_6",interior_edge_fraction,0.993846,
metric,"round_6",boundary_edge_fraction,0.00615416,
metric,"round_6",partition_load_imbalance,1.70572,
metric,"round_6",local_queue_size,211877,
metric,"round_6",boundary_queue_size,1312,
metric,"round_6",accepted_local_collapses,128,
metric,"round_6",accepted_boundary_collapses,32,
metric,"round_6",skipped_boundary_edges,0,
metric,"round_6",rejected_conflicts,27,
metric,"round_6",repartitioned,1,
metric,"round_7",interior_edge_fraction,0.994058,
metric,"round_7",boundary_edge_fraction,0.00594239,
metric,"round_7",partition_load_imbalance,1.70702,
metric,"round_7",local_queue_size,211445,
metric,"round_7",boundary_queue_size,1264,
metric,"round_7",accepted_local_collapses,128,
metric,"round_7",accepted_boundary_collapses,32,
metric,"round_7",skipped_boundary_edges,0,
metric,"round_7",rejected_conflicts,21,
metric,"round_7",repartitioned,1,
metric,"round_8",interior_edge_fraction,0.994167,
metric,"round_8",boundary_edge_fraction,0.00583332,
metric,"round_8",partition_load_imbalance,1.70876,
metric,"round_8",local_queue_size,210991,
metric,"round_8",boundary_queue_size,1238,
metric,"round_8",accepted_local_collapses,128,
metric,"round_8",accepted_boundary_collapses,32,
metric,"round_8",skipped_boundary_edges,0,
metric,"round_8",rejected_conflicts,21,
metric,"round_8",repartitioned,1,
metric,"round_9",interior_edge_fraction,0.994361,
metric,"round_9",boundary_edge_fraction,0.00563875,
metric,"round_9",partition_load_imbalance,1.71093,
metric,"round_9",local_queue_size,210555,
metric,"round_9",boundary_queue_size,1194,
metric,"round_9",accepted_local_collapses,128,
metric,"round_9",accepted_boundary_collapses,32,
metric,"round_9",skipped_boundary_edges,0,
metric,"round_9",rejected_conflicts,26,
metric,"round_9",repartitioned,1,
metric,"round_10",interior_edge_fraction,0.994396,
metric,"round_10",boundary_edge_fraction,0.00560423,
metric,"round_10",partition_load_imbalance,1.7134,
metric,"round_10",local_queue_size,210085,
metric,"round_10",boundary_queue_size,1184,
metric,"round_10",accepted_local_collapses,128,
metric,"round_10",accepted_boundary_collapses,32,
metric,"round_10",skipped_boundary_edges,0,
metric,"round_10",rejected_conflicts,23,
metric,"round_10",repartitioned,1,
metric,"round_11",interior_edge_fraction,0.994497,
metric,"round_11",boundary_edge_fraction,0.00550313,
metric,"round_11",partition_load_imbalance,1.71526,
metric,"round_11",local_queue_size,209629,
metric,"round_11",boundary_queue_size,1160,
metric,"round_11",accepted_local_collapses,128,
metric,"round_11",accepted_boundary_collapses,32,
metric,"round_11",skipped_boundary_edges,0,
metric,"round_11",rejected_conflicts,22,
metric,"round_11",repartitioned,1,
metric,"round_12",interior_edge_fraction,0.994713,
metric,"round_12",boundary_edge_fraction,0.00528746,
metric,"round_12",partition_load_imbalance,1.71737,
metric,"round_12",local_queue_size,209197,
metric,"round_12",boundary_queue_size,1112,
metric,"round_12",accepted_local_collapses,128,
metric,"round_12",accepted_boundary_collapses,32,
metric,"round_12",skipped_boundary_edges,0,
metric,"round_12",rejected_conflicts,19,
metric,"round_12",repartitioned,1,
metric,"round_13",interior_edge_fraction,0.994872,
metric,"round_13",boundary_edge_fraction,0.00512799,
metric,"round_13",partition_load_imbalance,1.71987,
metric,"round_13",local_queue_size,208753,
metric,"round_13",boundary_queue_size,1076,
metric,"round_13",accepted_local_collapses,128,
metric,"round_13",accepted_boundary_collapses,32,
metric,"round_13",skipped_boundary_edges,0,
metric,"round_13",rejected_conflicts,22,
metric,"round_13",repartitioned,1,
metric,"round_14",interior_edge_fraction,0.995023,
metric,"round_14",boundary_edge_fraction,0.00497733,
metric,"round_14",partition_load_imbalance,1.72194,
metric,"round_14",local_queue_size,208307,
metric,"round_14",boundary_queue_size,1042,
metric,"round_14",accepted_local_collapses,128,
metric,"round_14",accepted_boundary_collapses,32,
metric,"round_14",skipped_boundary_edges,0,
metric,"round_14",rejected_conflicts,22,
metric,"round_14",repartitioned,1,
metric,"round_15",interior_edge_fraction,0.99516,
metric,"round_15",boundary_edge_fraction,0.00484035,
metric,"round_15",partition_load_imbalance,1.72436,
metric,"round_15",local_queue_size,207858,
metric,"round_15",boundary_queue_size,1011,
metric,"round_15",accepted_local_collapses,128,
metric,"round_15",accepted_boundary_collapses,32,
metric,"round_15",skipped_boundary_edges,0,
metric,"round_15",rejected_conflicts,32,
metric,"round_15",repartitioned,1,
metric,"round_16",interior_edge_fraction,0.995369,
metric,"round_16",boundary_edge_fraction,0.00463076,
metric,"round_16",partition_load_imbalance,1.72657,
metric,"round_16",local_queue_size,207424,
metric,"round_16",boundary_queue_size,965,
metric,"round_16",accepted_local_collapses,128,
metric,"round_16",accepted_boundary_collapses,32,
metric,"round_16",skipped_boundary_edges,0,
metric,"round_16",rejected_conflicts,18,
metric,"round_16",repartitioned,1,
metric,"round_17",interior_edge_fraction,0.995522,
metric,"round_17",boundary_edge_fraction,0.00447792,
metric,"round_17",partition_load_imbalance,1.72835,
metric,"round_17",local_queue_size,206978,
metric,"round_17",boundary_queue_size,931,
metric,"round_17",accepted_local_collapses,128,
metric,"round_17",accepted_boundary_collapses,32,
metric,"round_17",skipped_boundary_edges,0,
metric,"round_17",rejected_conflicts,19,
metric,"round_17",repartitioned,1,
metric,"round_18",interior_edge_fraction,0.995738,
metric,"round_18",boundary_edge_fraction,0.0042617,
metric,"round_18",partition_load_imbalance,1.7306,
metric,"round_18",local_queue_size,206545,
metric,"round_18",boundary_queue_size,884,
metric,"round_18",accepted_local_collapses,128,
metric,"round_18",accepted_boundary_collapses,32,
metric,"round_18",skipped_boundary_edges,0,
metric,"round_18",rejected_conflicts,26,
metric,"round_18",repartitioned,1,
metric,"round_19",interior_edge_fraction,0.995873,
metric,"round_19",boundary_edge_fraction,0.00412662,
metric,"round_19",partition_load_imbalance,1.73274,
metric,"round_19",local_queue_size,206095,
metric,"round_19",boundary_queue_size,854,
metric,"round_19",accepted_local_collapses,128,
metric,"round_19",accepted_boundary_collapses,32,
metric,"round_19",skipped_boundary_edges,0,
metric,"round_19",rejected_conflicts,31,
metric,"round_19",repartitioned,1,
metric,"round_20",interior_edge_fraction,0.996019,
metric,"round_20",boundary_edge_fraction,0.00398123,
metric,"round_20",partition_load_imbalance,1.73478,
metric,"round_20",local_queue_size,205647,
metric,"round_20",boundary_queue_size,822,
metric,"round_20",accepted_local_collapses,128,
metric,"round_20",accepted_boundary_collapses,32,
metric,"round_20",skipped_boundary_edges,0,
metric,"round_20",rejected_conflicts,20,
metric,"round_20",repartitioned,1,
metric,"round_21",interior_edge_fraction,0.996097,
metric,"round_21",boundary_edge_fraction,0.00390312,
