kind,scope,name,numeric_value,text_value
metadata,run,mode,,"partitioned_batch"
metadata,run,input_path,,"/afs/andrew.cmu.edu/usr20/eugenel/private/15418/mesh-simplification/bunny.obj"
metadata,run,output_path,,"./qes_batch/partitioned_batch/bunny_r0p5_t16.obj"
metadata,run,target_vertex_fraction,0.005,
metadata,run,threads,16,
metadata,run,partitions,16,
metadata,run,batch_size,64,
metadata,run,repartition_every,0,
phase,total,mesh_load_seconds,0.151186,
phase,total,"half_edge_build_seconds",0.258401,
phase,total,"initial_quadrics_seconds",0.136607,
phase,total,"initial_queue_build_seconds",0.215136,
phase,total,"partition_build_seconds",0.94403,
phase,total,"local_selection_seconds",1.01634,
phase,total,"boundary_repair_seconds",1.91005,
phase,total,"queue_refresh_seconds",9.18365,
phase,total,mesh_write_seconds,0.00379504,
phase,total,total_seconds,17.6281,
metric,summary,"initial_vertex_count",72027,
metric,summary,"initial_face_count",144046,
metric,summary,"target_vertex_count",361,
metric,summary,"final_vertex_count",361,
metric,summary,"final_face_count",714,
metric,summary,"requested_threads",16,
metric,summary,"requested_partitions",16,
metric,summary,"accepted_collapses",71666,
metric,summary,"accepted_local_collapses",54110,
metric,summary,"accepted_boundary_collapses",17556,
metric,summary,"skipped_boundary_edges",0,
metric,summary,"rejected_conflicts",123503,
metric,summary,"repartition_count",74,
metric,summary,"queue_refresh_count",73,
metric,summary,"round_count",74,
metric,summary,"interior_edge_fraction_avg",0.829693,
metric,summary,"boundary_edge_fraction_avg",0.170307,
metric,summary,"local_queue_size_avg",81806.3,
metric,summary,"boundary_queue_size_avg",9399.14,
metric,summary,"partition_load_imbalance_avg",6549.46,
metric,summary,"partition_load_imbalance_max",26219,
metric,"round_0",interior_edge_fraction,0.908335,
metric,"round_0",boundary_edge_fraction,0.0916652,
metric,"round_0",partition_load_imbalance,9.91816,
metric,"round_0",local_queue_size,196263,
metric,"round_0",boundary_queue_size,19806,
metric,"round_0",accepted_local_collapses,1024,
metric,"round_0",accepted_boundary_collapses,256,
metric,"round_0",skipped_boundary_edges,0,
metric,"round_0",rejected_conflicts,1404,
metric,"round_0",repartitioned,1,
metric,"round_1",interior_edge_fraction,0.908005,
metric,"round_1",boundary_edge_fraction,0.091995,
metric,"round_1",partition_load_imbalance,10.4187,
metric,"round_1",local_queue_size,192705,
metric,"round_1",boundary_queue_size,19524,
metric,"round_1",accepted_local_collapses,1024,
metric,"round_1",accepted_boundary_collapses,256,
metric,"round_1",skipped_boundary_edges,0,
metric,"round_1",rejected_conflicts,895,
metric,"round_1",repartitioned,1,
metric,"round_2",interior_edge_fraction,0.907644,
metric,"round_2",boundary_edge_fraction,0.0923561,
metric,"round_2",partition_load_imbalance,11.011,
metric,"round_2",local_queue_size,189143,
metric,"round_2",boundary_queue_size,19246,
metric,"round_2",accepted_local_collapses,1024,
metric,"round_2",accepted_boundary_collapses,256,
metric,"round_2",skipped_boundary_edges,0,
metric,"round_2",rejected_conflicts,681,
metric,"round_2",repartitioned,1,
metric,"round_3",interior_edge_fraction,0.907465,
metric,"round_3",boundary_edge_fraction,0.0925353,
metric,"round_3",partition_load_imbalance,11.646,
metric,"round_3",local_queue_size,185621,
metric,"round_3",boundary_queue_size,18928,
metric,"round_3",accepted_local_collapses,1024,
metric,"round_3",accepted_boundary_collapses,256,
metric,"round_3",skipped_boundary_edges,0,
metric,"round_3",rejected_conflicts,499,
metric,"round_3",repartitioned,1,
metric,"round_4",interior_edge_fraction,0.906915,
metric,"round_4",boundary_edge_fraction,0.093085,
metric,"round_4",partition_load_imbalance,12.3646,
metric,"round_4",local_queue_size,182026,
metric,"round_4",boundary_queue_size,18683,
metric,"round_4",accepted_local_collapses,1024,
metric,"round_4",accepted_boundary_collapses,256,
metric,"round_4",skipped_boundary_edges,0,
metric,"round_4",rejected_conflicts,432,
metric,"round_4",repartitioned,1,
metric,"round_5",interior_edge_fraction,0.906644,
metric,"round_5",boundary_edge_fraction,0.0933565,
metric,"round_5",partition_load_imbalance,13.2071,
metric,"round_5",local_queue_size,178490,
metric,"round_5",boundary_queue_size,18379,
metric,"round_5",accepted_local_collapses,1024,
metric,"round_5",accepted_boundary_collapses,256,
metric,"round_5",skipped_boundary_edges,0,
metric,"round_5",rejected_conflicts,377,
metric,"round_5",repartitioned,1,
metric,"round_6",interior_edge_fraction,0.906372,
metric,"round_6",boundary_edge_fraction,0.0936284,
metric,"round_6",partition_load_imbalance,14.1671,
metric,"round_6",local_queue_size,174956,
metric,"round_6",boundary_queue_size,18073,
metric,"round_6",accepted_local_collapses,1024,
metric,"round_6",accepted_boundary_collapses,256,
metric,"round_6",skipped_boundary_edges,0,
metric,"round_6",rejected_conflicts,349,
metric,"round_6",repartitioned,1,
metric,"round_7",interior_edge_fraction,0.906221,
metric,"round_7",boundary_edge_fraction,0.0937792,
metric,"round_7",partition_load_imbalance,15.2957,
metric,"round_7",local_queue_size,171447,
metric,"round_7",boundary_queue_size,17742,
metric,"round_7",accepted_local_collapses,1024,
metric,"round_7",accepted_boundary_collapses,256,
metric,"round_7",skipped_boundary_edges,0,
metric,"round_7",rejected_conflicts,309,
metric,"round_7",repartitioned,1,
metric,"round_8",interior_edge_fraction,0.906231,
metric,"round_8",boundary_edge_fraction,0.0937691,
metric,"round_8",partition_load_imbalance,16.6293,
metric,"round_8",local_queue_size,167969,
metric,"round_8",boundary_queue_size,17380,
metric,"round_8",accepted_local_collapses,1024,
metric,"round_8",accepted_boundary_collapses,256,
metric,"round_8",skipped_boundary_edges,0,
metric,"round_8",rejected_conflicts,301,
metric,"round_8",repartitioned,1,
metric,"round_9",interior_edge_fraction,0.906142,
metric,"round_9",boundary_edge_fraction,0.0938576,
metric,"round_9",partition_load_imbalance,18.2596,
metric,"round_9",local_queue_size,164473,
metric,"round_9",boundary_queue_size,17036,
metric,"round_9",accepted_local_collapses,1024,
metric,"round_9",accepted_boundary_collapses,256,
metric,"round_9",skipped_boundary_edges,0,
metric,"round_9",rejected_conflicts,369,
metric,"round_9",repartitioned,1,
metric,"round_10",interior_edge_fraction,0.905949,
metric,"round_10",boundary_edge_fraction,0.0940513,
metric,"round_10",partition_load_imbalance,20.2559,
metric,"round_10",local_queue_size,160959,
metric,"round_10",boundary_queue_size,16710,
metric,"round_10",accepted_local_collapses,1024,
metric,"round_10",accepted_boundary_collapses,256,
metric,"round_10",skipped_boundary_edges,0,
metric,"round_10",rejected_conflicts,355,
metric,"round_10",repartitioned,1,
metric,"round_11",interior_edge_fraction,0.905637,
metric,"round_11",boundary_edge_fraction,0.0943629,
metric,"round_11",partition_load_imbalance,22.7824,
metric,"round_11",local_queue_size,157426,
metric,"round_11",boundary_queue_size,16403,
metric,"round_11",accepted_local_collapses,1024,
metric,"round_11",accepted_boundary_collapses,256,
metric,"round_11",skipped_boundary_edges,0,
metric,"round_11",rejected_conflicts,410,
metric,"round_11",repartitioned,1,
metric,"round_12",interior_edge_fraction,0.905488,
metric,"round_12",boundary_edge_fraction,0.094512,
metric,"round_12",partition_load_imbalance,25.9945,
metric,"round_12",local_queue_size,153923,
metric,"round_12",boundary_queue_size,16066,
metric,"round_12",accepted_local_collapses,1024,
metric,"round_12",accepted_boundary_collapses,256,
metric,"round_12",skipped_boundary_edges,0,
metric,"round_12",rejected_conflicts,357,
metric,"round_12",repartitioned,1,
metric,"round_13",interior_edge_fraction,0.905175,
metric,"round_13",boundary_edge_fraction,0.0948245,
metric,"round_13",partition_load_imbalance,30.4921,
metric,"round_13",local_queue_size,150394,
metric,"round_13",boundary_queue_size,15755,
metric,"round_13",accepted_local_collapses,1024,
metric,"round_13",accepted_boundary_collapses,256,
metric,"round_13",skipped_boundary_edges,0,
metric,"round_13",rejected_conflicts,491,
metric,"round_13",repartitioned,1,
metric,"round_14",interior_edge_fraction,0.905002,
metric,"round_14",boundary_edge_fraction,0.0949978,
metric,"round_14",partition_load_imbalance,36.8068,
metric,"round_14",local_queue_size,146890,
metric,"round_14",boundary_queue_size,15419,
metric,"round_14",accepted_local_collapses,1024,
metric,"round_14",accepted_boundary_collapses,256,
metric,"round_14",skipped_boundary_edges,0,
metric,"round_14",rejected_conflicts,762,
metric,"round_14",repartitioned,1,
metric,"round_15",interior_edge_fraction,0.904833,
metric,"round_15",boundary_edge_fraction,0.0951669,
metric,"round_15",partition_load_imbalance,46.3596,
metric,"round_15",local_queue_size,143388,
metric,"round_15",boundary_queue_size,15081,
metric,"round_15",accepted_local_collapses,1013,
metric,"round_15",accepted_boundary_collapses,256,
metric,"round_15",skipped_boundary_edges,0,
metric,"round_15",rejected_conflicts,940,
metric,"round_15",repartitioned,1,
metric,"round_16",interior_edge_fraction,0.904353,
metric,"round_16",boundary_edge_fraction,0.0956473,
metric,"round_16",partition_load_imbalance,58.7788,
metric,"round_16",local_queue_size,139869,
metric,"round_16",boundary_queue_size,14793,
metric,"round_16",accepted_local_collapses,1005,
metric,"round_16",accepted_boundary_collapses,256,
metric,"round_16",skipped_boundary_edges,0,
metric,"round_16",rejected_conflicts,764,
metric,"round_16",repartitioned,1,
metric,"round_17",interior_edge_fraction,0.904168,
metric,"round_17",boundary_edge_fraction,0.0958318,
metric,"round_17",partition_load_imbalance,76.21,
metric,"round_17",local_queue_size,136420,
metric,"round_17",boundary_queue_size,14459,
metric,"round_17",accepted_local_collapses,992,
metric,"round_17",accepted_boundary_collapses,256,
metric,"round_17",skipped_boundary_edges,0,
metric,"round_17",rejected_conflicts,656,
metric,"round_17",repartitioned,1,
metric,"round_18",interior_edge_fraction,0.903538,
metric,"round_18",boundary_edge_fraction,0.0964624,
metric,"round_18",partition_load_imbalance,97.0061,
metric,"round_18",local_queue_size,132942,
metric,"round_18",boundary_queue_size,14193,
metric,"round_18",accepted_local_collapses,987,
metric,"round_18",accepted_boundary_collapses,256,
metric,"round_18",skipped_boundary_edges,0,
metric,"round_18",rejected_conflicts,594,
metric,"round_18",repartitioned,1,
metric,"round_19",interior_edge_fraction,0.902766,
metric,"round_19",boundary_edge_fraction,0.0972344,
metric,"round_19",partition_load_imbalance,124.439,
metric,"round_19",local_queue_size,129462,
metric,"round_19",boundary_queue_size,13944,
metric,"round_19",accepted_local_collapses,979,
metric,"round_19",accepted_boundary_collapses,256,
metric,"round_19",skipped_boundary_edges,0,
metric,"round_19",rejected_conflicts,571,
metric,"round_19",repartitioned,1,
metric,"round_20",interior_edge_fraction,0.902764,
metric,"round_20",boundary_edge_fraction,0.0972362,
metric,"round_20",partition_load_imbalance,157.965,
metric,"round_20",local_queue_size,126117,
metric,"round_20",boundary_queue_size,13584,
metric,"round_20",accepted_local_collapses,977,
metric,"round_20",accepted_boundary_collapses,256,
metric,"round_20",skipped_boundary_edges,0,
metric,"round_20",rejected_conflicts,493,
metric,"round_20",repartitioned,1,
metric,"round_21",interior_edge_fraction,0.902104,
